epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,14427.9,2.06733,1.92742,2.51212,0.85827,0.79409,0.84585,0.63355,1.47299,1.13803,2.28896,0.007228,0.007228,0.007228
30,14913.5,2.05981,1.91406,2.50432,0.80845,0.79759,0.83425,0.63316,1.45384,1.1345,2.27612,0.007129,0.007129,0.007129
31,15393.3,2.05008,1.8853,2.505,0.83368,0.79363,0.84079,0.6376,1.4419,1.13345,2.26863,0.00703,0.00703,0.00703
32,15874.4,2.03596,1.87671,2.48468,0.85962,0.78966,0.84908,0.64075,1.43862,1.108,2.25764,0.006931,0.006931,0.006931
33,16354.6,2.01428,1.83844,2.46508,0.85487,0.80148,0.84671,0.64306,1.43244,1.10507,2.25704,0.006832,0.006832,0.006832
34,16829.1,2.01176,1.85653,2.46476,0.82569,0.80507,0.84481,0.64614,1.43091,1.0955,2.25777,0.006733,0.006733,0.006733
35,17304.7,1.99517,1.83479,2.46693,0.83258,0.82166,0.85638,0.65031,1.42627,1.08474,2.24541,0.006634,0.006634,0.006634
36,17791.6,1.98577,1.82024,2.44094,0.84617,0.80599,0.85191,0.64815,1.41265,1.07702,2.23948,0.006535,0.006535,0.006535
37,18266.7,1.9717,1.79933,2.43578,0.85963,0.80301,0.85738,0.65089,1.42221,1.08044,2.24568,0.006436,0.006436,0.006436
38,18749.9,1.9641,1.78308,2.43329,0.84087,0.81952,0.85292,0.65358,1.41054,1.07286,2.23511,0.006337,0.006337,0.006337
39,19227.9,1.95558,1.7838,2.42452,0.84209,0.80664,0.85365,0.65097,1.40726,1.05941,2.2322,0.006238,0.006238,0.006238
40,19705.3,1.94399,1.74849,2.41198,0.8695,0.80726,0.85761,0.65375,1.40847,1.06216,2.22948,0.006139,0.006139,0.006139
41,20185.8,1.94123,1.74879,2.39944,0.84313,0.81401,0.85418,0.64995,1.4048,1.05456,2.22701,0.00604,0.00604,0.00604
42,20694.8,1.91992,1.74844,2.3975,0.85435,0.8052,0.85937,0.65088,1.40418,1.05537,2.22417,0.005941,0.005941,0.005941
43,21192.6,1.91939,1.71638,2.38797,0.85826,0.82011,0.86616,0.65711,1.38976,1.04622,2.21356,0.005842,0.005842,0.005842
44,21709,1.91431,1.71131,2.37869,0.84088,0.82041,0.86445,0.66001,1.38877,1.04097,2.21528,0.005743,0.005743,0.005743
45,22217.4,1.89838,1.69055,2.37777,0.86468,0.81817,0.86597,0.65881,1.38105,1.03703,2.20939,0.005644,0.005644,0.005644
46,22725.5,1.89937,1.72051,2.37604,0.8583,0.82116,0.86446,0.65939,1.37816,1.03332,2.20472,0.005545,0.005545,0.005545
47,23231.9,1.8835,1.67478,2.35691,0.84838,0.82537,0.8623,0.65893,1.37167,1.02582,2.19482,0.005446,0.005446,0.005446
48,23751.9,1.88527,1.68183,2.36205,0.85665,0.82451,0.86267,0.66028,1.37002,1.02185,2.19244,0.005347,0.005347,0.005347
49,24289.4,1.87494,1.66705,2.34931,0.8483,0.83238,0.85904,0.65951,1.36397,1.0182,2.18868,0.005248,0.005248,0.005248
50,24817.2,1.86759,1.6558,2.35084,0.85304,0.82366,0.86223,0.66173,1.36104,1.01195,2.18768,0.005149,0.005149,0.005149
51,25305.5,1.84789,1.65199,2.34116,0.8489,0.83195,0.86301,0.66291,1.36116,1.01008,2.1879,0.00505,0.00505,0.00505
52,25794.4,1.8487,1.64479,2.34098,0.8504,0.83413,0.86231,0.66287,1.356,1.01101,2.18399,0.004951,0.004951,0.004951
53,26284.2,1.83375,1.6251,2.33049,0.86528,0.81559,0.86267,0.66432,1.35188,1.00657,2.17998,0.004852,0.004852,0.004852
54,26773.7,1.83942,1.62509,2.32894,0.85519,0.81875,0.86467,0.66391,1.34673,1.0069,2.17702,0.004753,0.004753,0.004753
55,27268,1.82533,1.61116,2.31839,0.87847,0.81769,0.86599,0.665,1.34317,1.00254,2.17359,0.004654,0.004654,0.004654
56,27756.9,1.82323,1.59883,2.31242,0.87092,0.81872,0.86722,0.66687,1.34154,0.99989,2.17306,0.004555,0.004555,0.004555
57,28278.1,1.80722,1.59838,2.30369,0.8739,0.82362,0.86948,0.66784,1.3383,0.99822,2.17132,0.004456,0.004456,0.004456
58,28778.6,1.80426,1.58289,2.3014,0.88251,0.81861,0.87021,0.66789,1.33608,0.99761,2.16955,0.004357,0.004357,0.004357
59,29277,1.80084,1.58848,2.30243,0.87783,0.82576,0.87152,0.67022,1.33488,0.99346,2.16911,0.004258,0.004258,0.004258
60,29777.4,1.77896,1.56123,2.2822,0.87316,0.82413,0.8714,0.67075,1.33405,0.99644,2.16798,0.004159,0.004159,0.004159
61,30276.3,1.77247,1.56098,2.28171,0.8754,0.81904,0.87038,0.67141,1.33276,0.99566,2.16685,0.00406,0.00406,0.00406
62,30761.7,1.77199,1.5697,2.27401,0.8629,0.82743,0.86859,0.67194,1.33058,0.99366,2.16471,0.003961,0.003961,0.003961
63,31246.4,1.77461,1.53912,2.27426,0.86808,0.82335,0.86907,0.67249,1.32965,0.99036,2.16421,0.003862,0.003862,0.003862
64,31734.4,1.76221,1.54584,2.27122,0.8729,0.81819,0.87032,0.67421,1.32743,0.99011,2.16273,0.003763,0.003763,0.003763
65,32209.5,1.74934,1.54526,2.26167,0.87328,0.81619,0.87175,0.67451,1.32597,0.98927,2.16169,0.003664,0.003664,0.003664
66,32686.1,1.74025,1.52321,2.26014,0.88247,0.81799,0.87105,0.67503,1.32329,0.98756,2.16018,0.003565,0.003565,0.003565
67,33163,1.73503,1.51783,2.25653,0.88453,0.81808,0.87136,0.67659,1.32215,0.98707,2.15969,0.003466,0.003466,0.003466
68,33638.9,1.73101,1.49791,2.254,0.86409,0.8215,0.87037,0.67652,1.32045,0.98688,2.15892,0.003367,0.003367,0.003367
69,34114.6,1.73081,1.50646,2.26069,0.88177,0.82325,0.87183,0.67539,1.32027,0.9851,2.15818,0.003268,0.003268,0.003268
70,34591.4,1.72074,1.48984,2.24595,0.87986,0.82528,0.87206,0.67641,1.31931,0.98453,2.15753,0.003169,0.003169,0.003169
71,35070.3,1.71216,1.48709,2.24106,0.88171,0.82364,0.87254,0.67579,1.31883,0.98359,2.15774,0.00307,0.00307,0.00307
72,35544.3,1.71085,1.482,2.23734,0.88005,0.82651,0.87335,0.67605,1.31701,0.98319,2.15678,0.002971,0.002971,0.002971
73,36018,1.69472,1.47319,2.23231,0.8793,0.82773,0.87394,0.67618,1.31516,0.98303,2.15592,0.002872,0.002872,0.002872
74,36494.2,1.69516,1.46621,2.2253,0.87729,0.82623,0.8743,0.67661,1.31469,0.98229,2.15485,0.002773,0.002773,0.002773
75,36996.6,1.67719,1.45232,2.21486,0.86933,0.82847,0.87384,0.67835,1.31273,0.98288,2.15357,0.002674,0.002674,0.002674
76,37502.6,1.67803,1.45096,2.21537,0.86291,0.83467,0.87421,0.67749,1.31194,0.98069,2.15316,0.002575,0.002575,0.002575
77,38008.6,1.66774,1.44405,2.21165,0.86046,0.83586,0.87369,0.67666,1.31143,0.98053,2.15277,0.002476,0.002476,0.002476
78,38501.7,1.65566,1.42617,2.20138,0.85439,0.83354,0.87331,0.67738,1.30996,0.98162,2.15242,0.002377,0.002377,0.002377
79,38990,1.64806,1.43042,2.20156,0.88863,0.81245,0.87371,0.67766,1.30884,0.98241,2.15143,0.002278,0.002278,0.002278
80,39471.7,1.64975,1.43232,2.20141,0.87557,0.82714,0.87447,0.67825,1.30809,0.98261,2.15071,0.002179,0.002179,0.002179
81,39963.5,1.63785,1.41723,2.19307,0.89465,0.8207,0.87529,0.67902,1.30723,0.98156,2.15033,0.00208,0.00208,0.00208
82,40452.3,1.63449,1.41361,2.19319,0.89373,0.82009,0.87565,0.67907,1.30625,0.98006,2.14926,0.001981,0.001981,0.001981
83,40973.7,1.63045,1.40009,2.18326,0.8887,0.81985,0.87671,0.67935,1.30521,0.98141,2.14879,0.001882,0.001882,0.001882
84,41454.7,1.62098,1.39027,2.17555,0.87892,0.82426,0.87734,0.67981,1.30447,0.98086,2.14846,0.001783,0.001783,0.001783
85,41983.8,1.6089,1.38425,2.17566,0.88432,0.8233,0.87696,0.67961,1.3036,0.98255,2.14789,0.001684,0.001684,0.001684
86,42497.4,1.60342,1.38145,2.17282,0.88187,0.82097,0.87665,0.67887,1.30221,0.98208,2.147,0.001585,0.001585,0.001585
87,42977.6,1.60279,1.39428,2.17354,0.88213,0.82448,0.87749,0.67969,1.30123,0.98264,2.14646,0.001486,0.001486,0.001486
88,43458.5,1.59286,1.36582,2.15592,0.88764,0.82318,0.87717,0.67927,1.30034,0.98397,2.14604,0.001387,0.001387,0.001387
89,43937.8,1.58554,1.36997,2.16318,0.88147,0.82682,0.87737,0.67958,1.29956,0.98454,2.1462,0.001288,0.001288,0.001288
90,44418.6,1.58054,1.34915,2.16009,0.8879,0.82289,0.87711,0.67928,1.2988,0.98339,2.14586,0.001189,0.001189,0.001189
91,44889.9,1.42319,1.12313,2.05913,0.88796,0.82656,0.87764,0.68044,1.29807,0.98424,2.1458,0.00109,0.00109,0.00109
92,45357.5,1.40293,1.10858,2.04487,0.8812,0.82835,0.87665,0.68059,1.29674,0.98554,2.14477,0.000991,0.000991,0.000991
93,45826.1,1.38951,1.09232,2.03925,0.8859,0.82671,0.87625,0.68049,1.29663,0.98487,2.14439,0.000892,0.000892,0.000892
94,46295.8,1.3811,1.09643,2.02353,0.87575,0.83703,0.87615,0.68094,1.29538,0.98595,2.14347,0.000793,0.000793,0.000793
95,46762.7,1.36578,1.07807,2.02312,0.88186,0.83667,0.87632,0.68182,1.29546,0.98468,2.14338,0.000694,0.000694,0.000694
96,47245.1,1.35871,1.07314,2.01527,0.87882,0.83413,0.87566,0.68267,1.29483,0.98642,2.14266,0.000595,0.000595,0.000595
97,47759.4,1.34059,1.06234,2.00228,0.87417,0.83781,0.87547,0.68264,1.29409,0.98826,2.1422,0.000496,0.000496,0.000496
98,48261.4,1.33668,1.05782,2.00035,0.87311,0.83932,0.87597,0.68315,1.29278,0.98965,2.1417,0.000397,0.000397,0.000397
99,48772.7,1.3296,1.05126,1.99398,0.86614,0.83939,0.87563,0.68297,1.29231,0.99118,2.14068,0.000298,0.000298,0.000298
100,49297.8,1.32158,1.04381,1.98733,0.86161,0.83975,0.87557,0.68305,1.29186,0.99227,2.14094,0.000199,0.000199,0.000199
