epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,11331.3,1.00229,0.93358,1.25257,0.81672,0.81258,0.8509,0.63012,0.71991,0.64911,1.14574,0.007327,0.007327,0.007327
29,11770,1.00022,0.93278,1.24958,0.82618,0.81072,0.84885,0.63357,0.71483,0.62122,1.14366,0.007228,0.007228,0.007228
30,12187.1,0.99793,0.9207,1.24631,0.81624,0.82374,0.85284,0.63564,0.70907,0.61851,1.13533,0.007129,0.007129,0.007129
31,12613.1,0.98903,0.90875,1.24322,0.83924,0.82086,0.85583,0.64072,0.70265,0.60934,1.13028,0.00703,0.00703,0.00703
32,12995.5,0.98189,0.90313,1.23479,0.83916,0.82825,0.85869,0.63649,0.70094,0.59473,1.13097,0.006931,0.006931,0.006931
33,13401.1,0.97493,0.89281,1.22497,0.85572,0.81966,0.85973,0.64043,0.69761,0.59633,1.12687,0.006832,0.006832,0.006832
34,13808.9,0.97051,0.89425,1.22353,0.83551,0.81926,0.85559,0.64081,0.69249,0.59294,1.12129,0.006733,0.006733,0.006733
35,14219.5,0.96416,0.88827,1.22363,0.85928,0.82051,0.85697,0.64744,0.68871,0.59398,1.11766,0.006634,0.006634,0.006634
36,14612.4,0.96417,0.87989,1.21592,0.85697,0.82174,0.86163,0.6478,0.68667,0.58785,1.11379,0.006535,0.006535,0.006535
37,15011.2,0.95185,0.87112,1.2111,0.86807,0.82445,0.86371,0.64819,0.68848,0.58802,1.11568,0.006436,0.006436,0.006436
38,15409.9,0.95011,0.86769,1.20915,0.85989,0.82634,0.86692,0.65564,0.68463,0.58581,1.10962,0.006337,0.006337,0.006337
39,15812.5,0.94579,0.86778,1.20845,0.85401,0.82853,0.86461,0.6534,0.68115,0.59814,1.10856,0.006238,0.006238,0.006238
40,16228.6,0.94193,0.85182,1.20316,0.85238,0.83066,0.86566,0.6515,0.6805,0.58007,1.1095,0.006139,0.006139,0.006139
41,16625.1,0.93973,0.85322,1.19507,0.84216,0.82381,0.86438,0.65538,0.67809,0.58365,1.10661,0.00604,0.00604,0.00604
42,17007.3,0.92818,0.84817,1.19072,0.85588,0.82145,0.86699,0.65493,0.67551,0.58248,1.10305,0.005941,0.005941,0.005941
43,17394.1,0.92882,0.83657,1.18863,0.87504,0.82441,0.86857,0.65721,0.67279,0.57397,1.09991,0.005842,0.005842,0.005842
44,17793.2,0.92577,0.83439,1.18413,0.86919,0.82523,0.8685,0.65996,0.67327,0.56962,1.10048,0.005743,0.005743,0.005743
45,18171.9,0.91464,0.82375,1.17925,0.87583,0.82497,0.87211,0.66153,0.67103,0.56592,1.09863,0.005644,0.005644,0.005644
46,18549.9,0.91647,0.83289,1.18105,0.87697,0.82374,0.87181,0.66369,0.67131,0.56781,1.09946,0.005545,0.005545,0.005545
47,18946,0.91136,0.8171,1.17245,0.88011,0.82494,0.87193,0.66586,0.669,0.56947,1.09763,0.005446,0.005446,0.005446
48,19368.1,0.9106,0.82112,1.17421,0.87034,0.82461,0.87143,0.66615,0.66667,0.56479,1.09501,0.005347,0.005347,0.005347
49,19787.6,0.9063,0.81028,1.16888,0.86515,0.82683,0.87338,0.66745,0.66563,0.5615,1.09509,0.005248,0.005248,0.005248
50,20167.4,0.89939,0.80728,1.1683,0.87962,0.82465,0.87427,0.66721,0.66476,0.55475,1.09447,0.005149,0.005149,0.005149
51,20577.3,0.89353,0.80882,1.16495,0.88703,0.82316,0.87474,0.66738,0.66364,0.55228,1.09345,0.00505,0.00505,0.00505
52,20977.5,0.89316,0.7987,1.16362,0.88608,0.82492,0.87555,0.66613,0.66262,0.55071,1.09295,0.004951,0.004951,0.004951
53,21364.4,0.8867,0.79309,1.15639,0.8804,0.82729,0.8746,0.66503,0.66164,0.54908,1.09217,0.004852,0.004852,0.004852
54,21753.3,0.88721,0.79461,1.15741,0.8865,0.82688,0.87433,0.66586,0.6618,0.54892,1.09205,0.004753,0.004753,0.004753
55,22171.5,0.88065,0.78511,1.15129,0.88514,0.82871,0.87527,0.66903,0.66118,0.54709,1.09154,0.004654,0.004654,0.004654
56,22591.8,0.88015,0.7826,1.14853,0.88214,0.83155,0.87527,0.66938,0.66076,0.54629,1.09099,0.004555,0.004555,0.004555
57,22982.3,0.87514,0.78547,1.14752,0.88623,0.83344,0.87674,0.66916,0.66004,0.5452,1.09046,0.004456,0.004456,0.004456
58,23393,0.87176,0.7743,1.1449,0.87981,0.83457,0.87697,0.66989,0.65868,0.54235,1.08848,0.004357,0.004357,0.004357
59,23787.2,0.87237,0.77952,1.14629,0.87775,0.83547,0.8764,0.67021,0.6584,0.54173,1.08958,0.004258,0.004258,0.004258
60,24183.9,0.85899,0.76614,1.13709,0.88108,0.83602,0.87764,0.67051,0.65661,0.54123,1.08727,0.004159,0.004159,0.004159
61,24592.2,0.85941,0.76533,1.13674,0.88238,0.83587,0.87757,0.67156,0.65579,0.54036,1.08668,0.00406,0.00406,0.00406
62,24990.1,0.86033,0.76771,1.13348,0.88106,0.8334,0.87668,0.67086,0.65586,0.53971,1.08759,0.003961,0.003961,0.003961
63,25373.9,0.85752,0.75714,1.13003,0.87876,0.83391,0.87773,0.671,0.65533,0.53897,1.08682,0.003862,0.003862,0.003862
64,25773.9,0.85168,0.75606,1.12914,0.87878,0.83264,0.8782,0.67118,0.65447,0.5387,1.08594,0.003763,0.003763,0.003763
65,26172.5,0.84709,0.75554,1.12696,0.87553,0.83701,0.8785,0.6724,0.65334,0.53849,1.0851,0.003664,0.003664,0.003664
66,26570.1,0.84224,0.75227,1.12438,0.87496,0.83452,0.8788,0.6722,0.65245,0.53802,1.08452,0.003565,0.003565,0.003565
67,26945.1,0.8381,0.74372,1.12296,0.86894,0.83869,0.87864,0.67241,0.6519,0.53726,1.08394,0.003466,0.003466,0.003466
68,27337.7,0.83747,0.73872,1.12329,0.87025,0.8391,0.87954,0.67246,0.65108,0.5363,1.08356,0.003367,0.003367,0.003367
69,27744.8,0.83798,0.73992,1.12384,0.87081,0.83637,0.87867,0.67262,0.65051,0.53642,1.08285,0.003268,0.003268,0.003268
70,28134.5,0.83076,0.73322,1.11693,0.87298,0.83829,0.87916,0.67311,0.6502,0.53671,1.08245,0.003169,0.003169,0.003169
71,28525.9,0.82917,0.73072,1.11522,0.87745,0.83363,0.87965,0.6726,0.64986,0.53633,1.08204,0.00307,0.00307,0.00307
72,28945.9,0.82873,0.73017,1.11283,0.8795,0.83134,0.87976,0.67304,0.64944,0.53612,1.08144,0.002971,0.002971,0.002971
73,29355.9,0.81985,0.72389,1.10988,0.88816,0.83222,0.87985,0.67276,0.64892,0.53593,1.0806,0.002872,0.002872,0.002872
74,29754,0.81905,0.71904,1.10681,0.88671,0.83336,0.87981,0.67404,0.64862,0.53581,1.08017,0.002773,0.002773,0.002773
75,30158.3,0.8123,0.71237,1.10332,0.88734,0.83373,0.87995,0.67415,0.6481,0.53569,1.07974,0.002674,0.002674,0.002674
76,30560.9,0.80944,0.71217,1.1016,0.88684,0.83445,0.88011,0.67413,0.64768,0.53573,1.07937,0.002575,0.002575,0.002575
77,31014.7,0.80452,0.71055,1.10086,0.8878,0.83494,0.88044,0.6746,0.64725,0.53516,1.07906,0.002476,0.002476,0.002476
78,31436.4,0.79907,0.70213,1.0943,0.88931,0.83437,0.88026,0.67434,0.64705,0.5348,1.07879,0.002377,0.002377,0.002377
79,31864.9,0.79564,0.70047,1.09404,0.89173,0.83375,0.88043,0.67481,0.64655,0.53437,1.07829,0.002278,0.002278,0.002278
80,32281.2,0.79733,0.70378,1.09385,0.89192,0.8344,0.88059,0.67543,0.64618,0.53394,1.0778,0.002179,0.002179,0.002179
81,32677.7,0.79547,0.69896,1.09319,0.89194,0.83518,0.88101,0.67605,0.64567,0.53409,1.07735,0.00208,0.00208,0.00208
82,33048.6,0.78923,0.6962,1.09175,0.89363,0.83439,0.88067,0.67601,0.6454,0.53432,1.0768,0.001981,0.001981,0.001981
83,33455.2,0.78956,0.69174,1.08714,0.8952,0.83401,0.88069,0.67688,0.64494,0.53423,1.07637,0.001882,0.001882,0.001882
84,33860.6,0.78289,0.6885,1.08322,0.89452,0.8337,0.88,0.6766,0.64453,0.53429,1.07598,0.001783,0.001783,0.001783
85,34269.1,0.781,0.68425,1.08654,0.89754,0.83441,0.88125,0.67715,0.64436,0.53426,1.07567,0.001684,0.001684,0.001684
86,34681.6,0.77749,0.68176,1.08399,0.89778,0.835,0.88072,0.67704,0.64416,0.53405,1.07557,0.001585,0.001585,0.001585
87,35091.2,0.7776,0.68801,1.08307,0.8982,0.83475,0.88069,0.67702,0.64383,0.53378,1.07539,0.001486,0.001486,0.001486
88,35492.2,0.77014,0.67339,1.07467,0.90185,0.83434,0.88063,0.67718,0.64371,0.53364,1.07516,0.001387,0.001387,0.001387
89,35903,0.77088,0.67674,1.07647,0.9046,0.83343,0.88057,0.67713,0.64342,0.53328,1.07484,0.001288,0.001288,0.001288
90,36281.5,0.76756,0.66976,1.07674,0.90489,0.83335,0.88084,0.67751,0.64329,0.53315,1.07467,0.001189,0.001189,0.001189
91,36693.9,0.70255,0.59112,1.03193,0.90378,0.83277,0.88025,0.6774,0.64239,0.53327,1.07332,0.00109,0.00109,0.00109
92,37103.2,0.69379,0.58483,1.02498,0.90549,0.83394,0.88136,0.6783,0.642,0.53305,1.07297,0.000991,0.000991,0.000991
93,37510.2,0.68619,0.57289,1.02137,0.89435,0.83751,0.88153,0.67849,0.64174,0.53318,1.07282,0.000892,0.000892,0.000892
94,37916.6,0.68515,0.57621,1.01584,0.90047,0.83285,0.8813,0.67859,0.64143,0.53325,1.07268,0.000793,0.000793,0.000793
95,38335.3,0.67404,0.5668,1.0124,0.90004,0.83295,0.881,0.67869,0.64103,0.53319,1.07231,0.000694,0.000694,0.000694
96,38742.6,0.67233,0.5641,1.01086,0.90208,0.83236,0.88113,0.67878,0.64084,0.53335,1.07223,0.000595,0.000595,0.000595
97,39158.1,0.66496,0.55988,1.00486,0.90014,0.83353,0.88097,0.6786,0.64054,0.53353,1.07198,0.000496,0.000496,0.000496
98,39572.2,0.66152,0.55605,1.00217,0.90184,0.83359,0.88089,0.67934,0.64032,0.53349,1.07172,0.000397,0.000397,0.000397
99,39986.1,0.65962,0.55465,1.00113,0.90248,0.83359,0.88094,0.67954,0.63994,0.53343,1.07152,0.000298,0.000298,0.000298
100,40389.7,0.65516,0.54917,0.99859,0.90414,0.83385,0.88046,0.68018,0.6396,0.5334,1.0712,0.000199,0.000199,0.000199
