epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,3224.63,1.10566,1.03454,1.30186,0.77077,0.76014,0.79204,0.55754,0.8591,0.76903,1.24311,0.008515,0.008515,0.008515
17,3436.33,1.09728,1.02358,1.29065,0.80911,0.78051,0.82452,0.58116,0.84572,0.73172,1.23071,0.008416,0.008416,0.008416
18,3643.47,1.07694,0.99661,1.27894,0.80488,0.77768,0.82711,0.58473,0.83012,0.72114,1.21242,0.008317,0.008317,0.008317
19,3848.19,1.07875,1.00211,1.27536,0.80096,0.77936,0.81604,0.58017,0.82809,0.72098,1.2089,0.008218,0.008218,0.008218
20,4047.18,1.06528,0.98563,1.26554,0.82247,0.78794,0.82795,0.5974,0.80404,0.69434,1.19016,0.008119,0.008119,0.008119
21,4251.69,1.05444,0.96278,1.25456,0.81655,0.78303,0.83225,0.59773,0.79573,0.6856,1.17876,0.00802,0.00802,0.00802
22,4448.41,1.04721,0.95696,1.24918,0.83659,0.80232,0.84586,0.61278,0.78273,0.65476,1.17092,0.007921,0.007921,0.007921
23,4650.27,1.03486,0.94308,1.24278,0.84323,0.7867,0.84335,0.60861,0.77562,0.66138,1.16368,0.007822,0.007822,0.007822
24,4845.98,1.02417,0.93737,1.23502,0.83404,0.80554,0.85526,0.61472,0.76263,0.64671,1.15473,0.007723,0.007723,0.007723
25,5042.44,1.01425,0.92244,1.22283,0.84441,0.81187,0.85476,0.61714,0.75681,0.64546,1.1442,0.007624,0.007624,0.007624
26,5239.95,1.01111,0.91563,1.21735,0.82682,0.82711,0.85756,0.6308,0.75155,0.63047,1.14185,0.007525,0.007525,0.007525
27,5437.36,1.00916,0.91566,1.21529,0.81086,0.8139,0.85297,0.62434,0.7472,0.63924,1.13614,0.007426,0.007426,0.007426
28,5638.56,1.00395,0.899,1.20929,0.81376,0.82638,0.86397,0.62695,0.74228,0.63243,1.13751,0.007327,0.007327,0.007327
29,5840.02,0.99265,0.89488,1.20852,0.83577,0.81976,0.8606,0.63052,0.74189,0.61474,1.13401,0.007228,0.007228,0.007228
30,6035.78,0.98488,0.88114,1.2002,0.85513,0.81915,0.86356,0.63221,0.73373,0.60445,1.1261,0.007129,0.007129,0.007129
31,6230.77,0.97653,0.87458,1.18999,0.85137,0.8254,0.87232,0.64511,0.73014,0.59489,1.12397,0.00703,0.00703,0.00703
32,6429.15,0.97207,0.8756,1.19278,0.84584,0.83335,0.87318,0.64059,0.73206,0.60489,1.12259,0.006931,0.006931,0.006931
33,6626.25,0.96849,0.87127,1.18576,0.86626,0.81969,0.86953,0.64514,0.72372,0.6038,1.11917,0.006832,0.006832,0.006832
34,6829.9,0.96567,0.86651,1.18344,0.84034,0.83909,0.87081,0.64729,0.72064,0.59372,1.11504,0.006733,0.006733,0.006733
35,7026.74,0.9609,0.85785,1.17898,0.8802,0.81206,0.87157,0.6488,0.71981,0.58509,1.11217,0.006634,0.006634,0.006634
36,7225.01,0.95674,0.85432,1.17699,0.85033,0.82602,0.87,0.65022,0.71421,0.58316,1.10854,0.006535,0.006535,0.006535
37,7414.99,0.95081,0.84643,1.16951,0.86956,0.83257,0.87223,0.65364,0.71503,0.58144,1.10979,0.006436,0.006436,0.006436
38,7607.09,0.9412,0.8349,1.16358,0.87469,0.81984,0.87156,0.65582,0.7085,0.57122,1.10371,0.006337,0.006337,0.006337
39,7801.51,0.9406,0.84087,1.16606,0.85256,0.83884,0.87413,0.65813,0.70329,0.57087,1.09903,0.006238,0.006238,0.006238
40,7997.33,0.93373,0.82689,1.15947,0.86135,0.84191,0.87543,0.65738,0.70456,0.56289,1.09906,0.006139,0.006139,0.006139
41,8193.6,0.9273,0.81978,1.15693,0.87072,0.83661,0.87602,0.65922,0.69692,0.56074,1.09214,0.00604,0.00604,0.00604
42,8393.26,0.93485,0.82438,1.15931,0.86605,0.83046,0.87463,0.65983,0.69414,0.56387,1.09223,0.005941,0.005941,0.005941
